

*******************************************************************************
Ephemeris / WWW_USER Wed Mar 13 11:05:03 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: SOHO (spacecraft) (-21)         {source: SOHO_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1995-Dec-02 00:01:02.0000 TDB
Stop  time      : A.D. 1996-Jan-06 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.240312.p240605
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2024-MAR-12. PREDICTS-> 2024-JUN-04
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450057.209050926, A.D. 1995-Dec-05 17:01:02.0000, -1.478441466046966E+05, -3.845283479603117E+05, -2.255971823339623E+05, -1.672393549577182E-01, -8.545016358224115E-01, -4.925805066587782E-01,
2450057.250717592, A.D. 1995-Dec-05 18:01:02.0000, -1.484427050196839E+05, -3.875953638135771E+05, -2.273649998693309E+05, -1.652967635256457E-01, -8.494104538501428E-01, -4.895483173318576E-01,
2450057.292384259, A.D. 1995-Dec-05 19:01:02.0000, -1.490343334593906E+05, -3.906441997139124E+05, -2.291219874339759E+05, -1.633908715699305E-01, -8.443970711999179E-01, -4.865617274238441E-01,
2450057.334050926, A.D. 1995-Dec-05 20:01:02.0000, -1.496191619368098E+05, -3.936751156748930E+05, -2.308682950320799E+05, -1.615203795343879E-01, -8.394594881381364E-01, -4.836196374500665E-01,
2450057.375717592, A.D. 1995-Dec-05 21:01:02.0000, -1.501973204278132E+05, -3.966883917104335E+05, -2.326040926478225E+05, -1.596841872805442E-01, -8.345956046976181E-01, -4.807208470963761E-01,
2450057.417384259, A.D. 1995-Dec-05 22:01:02.0000, -1.507689289596725E+05, -3.996842877918321E+05, -2.343295403115591E+05, -1.578812946664797E-01, -8.298035206326754E-01, -4.778641564915092E-01,
2450057.459050926, A.D. 1995-Dec-05 23:01:02.0000, -1.513340975080777E+05, -4.026630639296061E+05, -2.360447680226025E+05, -1.561107017582298E-01, -8.250812362557974E-01, -4.750484656496928E-01,
2450057.500717592, A.D. 1995-Dec-06 00:01:02.0000, -1.518929560930011E+05, -4.056249601215327E+05, -2.377499357560720E+05, -1.543713088368416E-01, -8.204271516572582E-01, -4.722727745429189E-01,
2450057.542384259, A.D. 1995-Dec-06 01:01:02.0000, -1.524456146998524E+05, -4.085702163828622E+05, -2.394451835116289E+05, -1.526623156693870E-01, -8.158393665085698E-01, -4.695358833970538E-01,
2450057.584050926, A.D. 1995-Dec-06 02:01:02.0000, -1.529921633238481E+05, -4.114990726833845E+05, -2.411306413182049E+05, -1.509827221449234E-01, -8.113161810216747E-01, -4.668369919037427E-01,
